Year,Make,Model,Trim,Body,Transmission,Vin,State,Condition,Odometer,Color,Interior,Seller,MMR,SellingPrice,SaleDate
2013,Hyundai,Santa Fe,Limited,SUV,Automatic,km8srdhf0du002596,CA,5,14974,White,Gray,Hyundai Buybacks,28300,27000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,Automatic,kmhgc4dh7du220016,CA,47,21463,Gray,Black,Hyundai Motor America/Co Car,27100,27400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Equus,Signature,Sedan,Automatic,kmhgh4jh9du063479,CA,41,22961,Gray,Black,Hyundai Buybacks,31500,25000,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap1dm302069,CA,37,21144,NULL,Black,Nissan Infiniti Lt,23100,24250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdh4ae9du490167,CA,26,56651,Red,Beige,Hyundai Motor Finance,10250,10700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Limited,SUV,Automatic,km8srdhf8du000644,CA,5,11439,White,Brown,Hyundai Motor America/Co Car,28500,30800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae8dh348469,CA,44,39935,Silver,Gray,Enterprise Vehicle Exchange/Orange,11250,11000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ek0dm900927,CA,41,20317,Gray,Black,Nissan Infiniti Lt,25200,26250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae5dh342001,CA,2,37436,Silver,Gray,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,11400,8800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap9dm712232,CA,35,26888,White,Gray,Nissan Infiniti Lt,22400,23250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ek0dm920093,CA,48,7815,White,Black,Nissan Infiniti Lt,26800,27000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac9dh691294,CA,43,54830,Silver,Gray,Avis Rac/San Leandro,10950,11500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Manual,5npdh4ae9dh235016,CA,49,2606,White,Beige,Hyundai Motor America/Co Car,13450,12300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac4dh712021,CA,39,36416,Blue,Gray,Enterprise Vehicle Exchange/Orange,12150,11400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae0dh356789,CA,45,26412,Black,Beige,Aaero Sweet Company,12050,11750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,Automatic,kmhec4a40da089523,CA,21,11099,Silver,Gray,Hyundai Motor America/Co Car,19650,16500,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap0dm725418,CA,45,11250,Black,Black,Nissan Infiniti Lt,24300,23500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,Automatic,kmhec4a46da091860,CA,48,16386,White,Gray,Hyundai Motor America/Co Car,18000,18800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Sport,SUV,Automatic,5xyztdlb9dg057378,CA,48,20663,Gray,Gray,Hyundai Motor America/Co Car,19500,19200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap2dm714887,CA,43,16154,Gray,Black,Nissan Infiniti Lt,23700,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap2dm712055,CA,42,22405,Gray,Gray,Nissan Infiniti Lt,23000,23000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap5dm713801,CA,38,28172,Silver,Black,Nissan Infiniti Lt,22300,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap2dm712170,CA,47,18600,White,Black,Nissan Infiniti Lt,23400,24750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ek5dm900518,CA,43,17523,NULL,Black,Nissan Infiniti Lt,25600,26500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6apxdm712417,CA,4,11440,Black,Black,Nissan Infiniti Lt,24300,23000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac5dh771160,CA,36,28231,Gray,Gray,Gm Financial,12650,13400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Limited,SUV,Automatic,km8sr4hf7du008024,CA,42,13225,Black,Brown,Hyundai Motor America/Co Car,23400,26000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4acxdh744455,CA,35,41888,Gray,Gray,Avis Corporation,11800,11900,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,Limited,Sedan,Automatic,5npec4ac6dh513954,CA,37,35428,Black,Beige,Hyundai Motor Finance,16000,16200,Tue Jan 13 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae4dh327134,CA,35,36307,Gray,Gray,Enterprise Vehicle Exchange/Orange,11500,11700,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,Automatic,kmhec4a48da092248,CA,46,13736,Black,Beige,Hyundai Motor America/Co Car,18350,17700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae8dh345667,CA,2,25442,Gold,Beige,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,12150,6700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap4dm303216,CA,44,15208,White,Black,Nissan Infiniti Lt,23800,25250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6apxdm713003,CA,25,10929,White,Gray,Nissan Infiniti Lt,24700,21000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap9dm300442,CA,44,29672,White,Black,Nissan Infiniti Lt,22100,23000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6apxdm712403,CA,37,22165,Black,Beige,Nissan Infiniti Lt,23000,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap8dm717292,CA,45,21263,Black,Beige,Nissan Infiniti Lt,23100,22000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6apxdm715446,CA,45,24971,Gray,Black,Nissan Infiniti Lt,22900,21250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,Limited,Sedan,Automatic,5npdh4ae0dh358462,CA,45,37290,White,Beige,Enterprise Vehicle Exchange/Orange,11400,11000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,Automatic,5xyzw3la5dg114166,CA,47,17367,Black,Beige,Hyundai Motor America/Co Car,21400,24100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap6dm714973,CA,43,11847,White,Beige,Nissan Infiniti Lt,24200,25000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap9dm719505,CA,41,15562,Gray,Black,Nissan Infiniti Lt,23800,24500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,Limited,Sedan,Automatic,5npec4ac2dh608074,CA,43,18479,White,Burgundy,Hyundai Motor America/Co Car,16900,18100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap8dm711170,CA,44,22021,Black,Black,Nissan Infiniti Lt,23000,22000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,Automatic,kmhct4ae9du436426,CA,2,34136,Black,Beige,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,9700,8100,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap7dm710348,CA,4,28668,Gray,NULL,Nissan Infiniti Lt,22400,23000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Veloster,Turbo,Hatchback,Automatic,kmhtc6ae4du168333,CA,36,10474,White,Black,Hyundai Motor America/Co Car,15000,16100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ek3dm921383,CA,42,16338,Gray,Black,Nissan Infiniti Lt,25700,25500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,Automatic,kmhct4ae6du446069,CA,NULL,47010,Silver,Gray,Hertz/Tra,9275,3500,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra Coupe,SE,Elantra Coupe,Automatic,kmhdh6ae8du000216,CA,43,11809,Black,Black,Hyundai Motor America/Co Car,14600,16100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ekxdm920134,CA,42,15131,White,Black,Nissan Infiniti Lt,25900,26000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap4dm301420,CA,45,28053,Black,Black,Nissan Infiniti Lt,22300,25000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap0dm711499,CA,41,19587,Blue,Gray,Nissan Infiniti Lt,23300,23500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap1dm712628,CA,46,20246,Gray,Black,Nissan Infiniti Lt,23200,24750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap7dm300469,CA,41,19957,NULL,Beige,Nissan Infiniti Lt,23300,21750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6apxdm712658,CA,37,17337,White,Black,Nissan Infiniti Lt,23600,20250,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac5dh682009,CA,1,48510,White,Tan,Hertz/Tra,11350,6500,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap8dm716627,CA,36,23104,Blue,Black,Nissan Infiniti Lt,22900,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap3dm713263,CA,46,5017,White,Beige,Nissan Infiniti Lt,25100,23500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap5dm714785,CA,22,24054,Gray,Black,Nissan Infiniti Lt,22900,18750,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac5dh743407,CA,37,36194,Silver,Gray,Avis Rac/San Leandro,12150,13200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap9dm715258,CA,26,14264,White,Tan,Nissan Infiniti Lt,23900,20750,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,Automatic,kmhec4a41da089739,CA,47,8595,Silver,Gray,Hyundai Motor America/Co Car,19100,18500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Accent,GS,Hatchback,Automatic,kmhct5ae4du128991,CA,46,9927,Black,Black,Hyundai Motor America/Co Car,10800,11300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae0dh335103,CA,35,37759,Beige,Beige,Avis Corporation,11400,11800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap1dm300757,CA,43,17232,White,NULL,Nissan Infiniti Lt,23600,24500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,FX,FX37,SUV,Automatic,jn8cs1mw7dm174050,CA,41,40087,Gray,Black,Infiniti Financial Services,27700,27250,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae4dh388614,CA,1,25960,Gray,Gray,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,12100,8800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap6dm711376,CA,35,25132,White,Black,Nissan Infiniti Lt,22600,23500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap7dm711712,CA,43,14887,Gray,Black,Nissan Infiniti Lt,23900,24500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,Automatic,kmhct4ae3du421257,CA,36,41841,Gray,Beige,Dtg Operations Inc,9425,9400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Azera,Base,Sedan,Automatic,kmhfg4jgxda201053,CA,45,34566,Silver,Black,Hyundai Motor America/Co Car,20000,20300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,Automatic,5xyzwdla8dg094937,CA,5,10747,Black,Black,Hyundai Motor America/Co Car,19850,25800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae0dh320214,CA,1,42798,Gray,Gray,Fox Rent A Car Tra,11100,7600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Base,Sedan,Automatic,kmhec4a46da091339,CA,44,16684,White,Tan,Hyundai Motor America/Co Car,14900,14800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap3dm711108,CA,19,18420,Gray,Beige,Nissan Infiniti Lt,23700,18250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae2dh375957,CA,2,35824,Gray,Gray,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,11500,8700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ek2dm920760,CA,41,17090,Black,Black,Nissan Infiniti Lt,25600,21500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ek1dm921866,CA,26,12735,Black,Black,Nissan Infiniti Lt,26300,22500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6apxdm714507,CA,43,24031,Blue,Black,Nissan Infiniti Lt,22800,20500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap9dm711176,CA,37,29907,Gray,Black,Nissan Infiniti Lt,21400,21000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Tucson,GLS,SUV,Automatic,km8ju3ac4du587297,CA,42,19109,Red,Black,Hyundai Motor America/Co Car,16450,17500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap0dm713933,CA,43,26396,Gray,Black,Nissan Infiniti Lt,22500,23750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap5dm715158,CA,21,23507,Gray,Black,Nissan Infiniti Lt,23000,21000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac9dh760050,CA,38,34745,White,Tan,Avis Corporation,12250,12700,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,Limited,Sedan,Automatic,kmhdh4ae2du972303,CA,48,10564,Black,Gray,Hyundai Motor America/Co Car,15350,16500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Azera,Base,Sedan,Automatic,kmhfg4jg8da325905,CA,47,16132,Black,Black,Hyundai Motor America/Co Car,21200,21400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap4dm302678,CA,47,16854,Gray,Gray,Nissan Infiniti Lt,23600,25750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap0dm712524,CA,44,19551,White,Black,Nissan Infiniti Lt,23300,25000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap3dm301392,CA,44,14486,Brown,Black,Nissan Infiniti Lt,23900,22000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,Automatic,kmhec4a49da092260,CA,42,17831,White,Beige,Hyundai Motor America/Co Car,17750,18200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap5dm713782,CA,27,26792,Gray,Gray,Nissan Infiniti Lt,22600,18000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Azera,Base,Sedan,Automatic,kmhfh4jg7da330493,CA,43,19152,Silver,Beige,Hyundai Motor America/Co Car,21000,22200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ek5dm920106,CA,44,19492,White,Black,Nissan Infiniti Lt,25300,26250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac1dh680502,CA,34,50160,Blue,Gray,Avis Rac/San Leandro,11500,11900,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6apxdm714605,CA,45,19368,White,Black,Nissan Infiniti Lt,23300,23000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,Automatic,kmhgc4dh8du258211,CA,39,12154,White,Black,Hyundai Motor America/Co Car,27900,27500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Equus,Ultimate,Sedan,Automatic,kmhgh4jh3du064689,CA,43,11566,White,Beige,Hyundai Buybacks,36800,25000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap7dm713816,CA,47,25635,White,Beige,Nissan Infiniti Lt,22600,26500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4acxdh752037,CA,37,39062,Blue,Gray,Avis Corporation,12000,12200,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae7dh327127,CA,2,29006,Gray,Gray,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,11900,8700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdh4ae7du946909,CA,48,8559,Red,Beige,Hyundai Buybacks,13150,10800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap1dm712273,CA,39,26907,Gray,Black,Nissan Infiniti Lt,22400,21750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap5dm721977,CA,34,14765,Gray,Black,Nissan Infiniti Lt,23900,23500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap3dm710802,CA,43,18673,Gray,Gray,Nissan Infiniti Lt,23400,22000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdh4ae2du726688,CA,NULL,37279,Red,Beige,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,11400,4500,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap2dm712489,CA,37,20707,White,Black,Nissan Infiniti Lt,23200,23500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Veloster,Turbo,Hatchback,Automatic,kmhtc6ae3du146243,CA,42,8467,Black,Black,Hyundai Motor America/Co Car,15050,16300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap4dm715250,CA,44,16009,Gray,Black,Nissan Infiniti Lt,23700,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap0dm714516,CA,4,15260,Silver,Black,Nissan Infiniti Lt,23800,24500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Base,Sedan,Automatic,kmhec4a4xda091084,CA,44,9539,Silver,Gray,Hyundai Motor America/Co Car,15450,14900,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6apxdm300417,CA,36,20976,Black,Black,Nissan Infiniti Lt,23100,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap3dm714428,CA,46,22294,Black,Black,Nissan Infiniti Lt,23000,24750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac3dh722331,CA,2,44135,Gray,Gray,Fox Rent A Car Tra,11650,8400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ek7dm921385,CA,4,30556,Gray,Black,Nissan Infiniti Lt,23900,23500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap2dm714792,CA,41,29731,White,Beige,Nissan Infiniti Lt,22100,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae4dh385955,CA,1,36957,Red,Beige,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,11400,9400,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ek3dm920766,CA,44,13321,White,Gray,Nissan Infiniti Lt,26100,26000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Azera,Base,Sedan,Automatic,kmhfh4jg5da257916,CA,36,6552,Black,Black,Hyundai Motor America/Co Car,21800,21400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,Automatic,kmhec4a4xda091246,CA,43,22143,Red,Beige,Hyundai Motor America/Co Car,17150,17100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap1dm719644,CA,45,23420,Gray,Black,Nissan Infiniti Lt,22800,22250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,Automatic,kmhct4ae6du523099,CA,2,33078,White,Beige,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,9675,7800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6apxdm710375,CA,32,28875,Gray,Black,Nissan Infiniti Lt,22200,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Accent,SE,Hatchback,Automatic,kmhcu5ae2du138898,CA,49,6747,Gray,Black,Hyundai Motor America/Co Car,11300,11900,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae0dh344075,CA,44,38170,Gray,Beige,Enterprise Vehicle Exchange/Orange,11350,11600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6apxdm712482,CA,44,23156,White,Black,Nissan Infiniti Lt,23100,23000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac8dh687043,CA,28,32387,Silver,Gray,Skyhigh Remarketing Inc,12400,9750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
